Series_reference,Period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
SNEA.S2NB6200S310C3,2020.03,60260,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Central government institutions,Central government control,
SNEA.S2NB6200S310C3,2021.03,43087,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Central government institutions,Central government control,
SNEA.S2NB6200S310C3,2022.03,62863,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Central government institutions,Central government control,
SNEA.S2NB6200S310C3,2023.03,74490,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Central government institutions,Central government control,
SNEA.S2NB6200S310C3,2024.03,77074,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Central government institutions,Central government control,
SNEA.S2NB6200S321C4,1987.03,1255,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,1988.03,1392,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,1989.03,1589,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,1990.03,1661,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,1991.03,1762,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,1992.03,1794,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,1993.03,1816,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,1994.03,1924,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,1995.03,2096,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,1996.03,2178,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,1997.03,2319,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,1998.03,2410,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,1999.03,2644,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,2000.03,2768,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,2001.03,2790,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,2002.03,3016,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,2003.03,3054,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,2004.03,3343,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,2005.03,3552,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,2006.03,3708,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,2007.03,3998,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,2008.03,4294,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,2009.03,4329,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,2010.03,4569,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,2011.03,4605,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,2012.03,4759,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,2013.03,4787,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,2014.03,4997,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,2015.03,5052,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,2016.03,5390,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,2017.03,5684,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,2018.03,5960,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,2019.03,6367,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,2020.03,6755,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,2021.03,6976,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,2022.03,7540,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,2023.03,8148,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S321C4,2024.03,8993,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Local government institutions,Local government control,
SNEA.S2NB6200S400C0,1999.03,1495,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Non-profit institutions serving households,All control,
SNEA.S2NB6200S400C0,2000.03,1561,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Non-profit institutions serving households,All control,
SNEA.S2NB6200S400C0,2001.03,1609,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Non-profit institutions serving households,All control,
SNEA.S2NB6200S400C0,2002.03,1725,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Non-profit institutions serving households,All control,
SNEA.S2NB6200S400C0,2003.03,1897,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Non-profit institutions serving households,All control,
SNEA.S2NB6200S400C0,2004.03,2082,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Non-profit institutions serving households,All control,
SNEA.S2NB6200S400C0,2005.03,2084,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Non-profit institutions serving households,All control,
SNEA.S2NB6200S400C0,2006.03,2289,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Non-profit institutions serving households,All control,
SNEA.S2NB6200S400C0,2007.03,2478,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Non-profit institutions serving households,All control,
SNEA.S2NB6200S400C0,2008.03,2827,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Non-profit institutions serving households,All control,
SNEA.S2NB6200S400C0,2009.03,2999,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Non-profit institutions serving households,All control,
SNEA.S2NB6200S400C0,2010.03,3068,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Non-profit institutions serving households,All control,
SNEA.S2NB6200S400C0,2011.03,2675,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Non-profit institutions serving households,All control,
SNEA.S2NB6200S400C0,2012.03,2974,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Non-profit institutions serving households,All control,
SNEA.S2NB6200S400C0,2013.03,3076,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Non-profit institutions serving households,All control,
SNEA.S2NB6200S400C0,2014.03,3097,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Non-profit institutions serving households,All control,
SNEA.S2NB6200S400C0,2015.03,3466,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Non-profit institutions serving households,All control,
SNEA.S2NB6200S400C0,2016.03,3441,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Non-profit institutions serving households,All control,
SNEA.S2NB6200S400C0,2017.03,3418,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Non-profit institutions serving households,All control,
SNEA.S2NB6200S400C0,2018.03,3734,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Non-profit institutions serving households,All control,
SNEA.S2NB6200S400C0,2019.03,4153,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Non-profit institutions serving households,All control,
SNEA.S2NB6200S400C0,2020.03,4757,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Non-profit institutions serving households,All control,
SNEA.S2NB6200S400C0,2021.03,5213,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Non-profit institutions serving households,All control,
SNEA.S2NB6200S400C0,2022.03,5423,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Non-profit institutions serving households,All control,
SNEA.S2NB6200S400C0,2023.03,5585,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Non-profit institutions serving households,All control,
SNEA.S2NB6200S400C0,2024.03,6156,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Non-profit institutions serving households,All control,
SNEA.S2NB6200S500C1,1987.03,34069,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,1988.03,39814,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,1989.03,42416,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,1990.03,44656,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,1991.03,46129,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,1992.03,47277,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,1993.03,46187,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,1994.03,48159,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,1995.03,50802,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,1996.03,54084,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,1997.03,57349,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,1998.03,59917,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,1999.03,61900,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,2000.03,67333,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,2001.03,66016,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,2002.03,69867,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,2003.03,70826,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,2004.03,77232,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,2005.03,83065,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,2006.03,86836,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,2007.03,93640,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,2008.03,102476,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,2009.03,103741,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,2010.03,110975,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,2011.03,116838,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,2012.03,124044,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,2013.03,125648,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,2014.03,130898,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,2015.03,133953,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,2016.03,141298,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,2017.03,151577,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,2018.03,160588,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,2019.03,171511,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,2020.03,183577,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,2021.03,198699,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,2022.03,207613,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,2023.03,217635,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S500C1,2024.03,237683,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Households,National private control,
SNEA.S2NB6200S600C2,1999.03,3166,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Rest of the world,Foreign control,
SNEA.S2NB6200S600C2,2000.03,5781,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Rest of the world,Foreign control,
SNEA.S2NB6200S600C2,2001.03,2764,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Rest of the world,Foreign control,
SNEA.S2NB6200S600C2,2002.03,1618,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Rest of the world,Foreign control,
SNEA.S2NB6200S600C2,2003.03,2578,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Rest of the world,Foreign control,
SNEA.S2NB6200S600C2,2004.03,4057,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Rest of the world,Foreign control,
SNEA.S2NB6200S600C2,2005.03,7943,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Rest of the world,Foreign control,
SNEA.S2NB6200S600C2,2006.03,12738,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Rest of the world,Foreign control,
SNEA.S2NB6200S600C2,2007.03,11617,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Rest of the world,Foreign control,
SNEA.S2NB6200S600C2,2008.03,12398,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Rest of the world,Foreign control,
SNEA.S2NB6200S600C2,2009.03,13460,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Rest of the world,Foreign control,
SNEA.S2NB6200S600C2,2010.03,2832,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Rest of the world,Foreign control,
SNEA.S2NB6200S600C2,2011.03,5615,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Rest of the world,Foreign control,
SNEA.S2NB6200S600C2,2012.03,6700,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Rest of the world,Foreign control,
SNEA.S2NB6200S600C2,2013.03,7948,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Rest of the world,Foreign control,
SNEA.S2NB6200S600C2,2014.03,5864,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Rest of the world,Foreign control,
SNEA.S2NB6200S600C2,2015.03,8144,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Rest of the world,Foreign control,
SNEA.S2NB6200S600C2,2016.03,6209,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Rest of the world,Foreign control,
SNEA.S2NB6200S600C2,2017.03,6950,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Rest of the world,Foreign control,
SNEA.S2NB6200S600C2,2018.03,9136,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Rest of the world,Foreign control,
SNEA.S2NB6200S600C2,2019.03,12129,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Rest of the world,Foreign control,
SNEA.S2NB6200S600C2,2020.03,7845,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Rest of the world,Foreign control,
SNEA.S2NB6200S600C2,2021.03,8508,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Rest of the world,Foreign control,
SNEA.S2NB6200S600C2,2022.03,23621,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Rest of the world,Foreign control,
SNEA.S2NB6200S600C2,2023.03,32650,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Rest of the world,Foreign control,
SNEA.S2NB6200S600C2,2024.03,23798,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Use of net disposable income,Rest of the world,Foreign control,
SNEA.S2NB7000S100C0,1999.03,4817,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Non-financial business enterprises,All control,
SNEA.S2NB7000S100C0,2000.03,4824,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Non-financial business enterprises,All control,
SNEA.S2NB7000S100C0,2001.03,4612,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Non-financial business enterprises,All control,
SNEA.S2NB7000S100C0,2002.03,5515,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Non-financial business enterprises,All control,
SNEA.S2NB7000S100C0,2003.03,8603,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Non-financial business enterprises,All control,
SNEA.S2NB7000S100C0,2004.03,6973,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Non-financial business enterprises,All control,
SNEA.S2NB7000S100C0,2005.03,4766,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Non-financial business enterprises,All control,
SNEA.S2NB7000S100C0,2006.03,1998,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Non-financial business enterprises,All control,
SNEA.S2NB7000S100C0,2007.03,-1012,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Non-financial business enterprises,All control,
SNEA.S2NB7000S100C0,2008.03,-2994,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Non-financial business enterprises,All control,
SNEA.S2NB7000S100C0,2009.03,-2624,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Non-financial business enterprises,All control,
SNEA.S2NB7000S100C0,2010.03,4346,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Non-financial business enterprises,All control,
SNEA.S2NB7000S100C0,2011.03,1653,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Non-financial business enterprises,All control,
SNEA.S2NB7000S100C0,2012.03,729,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Non-financial business enterprises,All control,
SNEA.S2NB7000S100C0,2013.03,2426,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Non-financial business enterprises,All control,
SNEA.S2NB7000S100C0,2014.03,5973,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Non-financial business enterprises,All control,
SNEA.S2NB7000S100C0,2015.03,7170,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Non-financial business enterprises,All control,
SNEA.S2NB7000S100C0,2016.03,8416,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Non-financial business enterprises,All control,
SNEA.S2NB7000S100C0,2017.03,7971,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Non-financial business enterprises,All control,
SNEA.S2NB7000S100C0,2018.03,8569,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Non-financial business enterprises,All control,
SNEA.S2NB7000S100C0,2019.03,7136,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Non-financial business enterprises,All control,
SNEA.S2NB7000S100C0,2020.03,10024,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Non-financial business enterprises,All control,
SNEA.S2NB7000S100C0,2021.03,16891,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Non-financial business enterprises,All control,
SNEA.S2NB7000S100C0,2022.03,10958,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Non-financial business enterprises,All control,
SNEA.S2NB7000S100C0,2023.03,13729,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Non-financial business enterprises,All control,
SNEA.S2NB7000S100C0,2024.03,9925,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Non-financial business enterprises,All control,
SNEA.S2NB7000S111C3,1999.03,494,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Corporate business enterprises,Central government control,
SNEA.S2NB7000S111C3,2000.03,528,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Corporate business enterprises,Central government control,
SNEA.S2NB7000S111C3,2001.03,305,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Corporate business enterprises,Central government control,
SNEA.S2NB7000S111C3,2002.03,264,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Corporate business enterprises,Central government control,
SNEA.S2NB7000S111C3,2003.03,738,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Corporate business enterprises,Central government control,
SNEA.S2NB7000S111C3,2004.03,545,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Corporate business enterprises,Central government control,
SNEA.S2NB7000S111C3,2005.03,425,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Corporate business enterprises,Central government control,
SNEA.S2NB7000S111C3,2006.03,1069,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Corporate business enterprises,Central government control,
SNEA.S2NB7000S111C3,2007.03,-310,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Corporate business enterprises,Central government control,
SNEA.S2NB7000S111C3,2008.03,557,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,Current Prices,Adjusted net disposable income,Corporate business enterprises,Central government control,
