Series_reference,Period,Data_value,STATUS,Group,Subject,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5,UNITS,MAGNTUDE
SNEA.SG03NAC12D29K,1999.03,328,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fringe benefit tax,,,,Dollars,6
SNEA.SG03NAC12D29K,2000.03,309,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fringe benefit tax,,,,Dollars,6
SNEA.SG03NAC12D29K,2001.03,341,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fringe benefit tax,,,,Dollars,6
SNEA.SG03NAC12D29K,2002.03,335,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fringe benefit tax,,,,Dollars,6
SNEA.SG03NAC12D29K,2003.03,387,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fringe benefit tax,,,,Dollars,6
SNEA.SG03NAC12D29K,2004.03,390,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fringe benefit tax,,,,Dollars,6
SNEA.SG03NAC12D29K,2005.03,443,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fringe benefit tax,,,,Dollars,6
SNEA.SG03NAC12D29K,2006.03,464,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fringe benefit tax,,,,Dollars,6
SNEA.SG03NAC12D29K,2007.03,433,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fringe benefit tax,,,,Dollars,6
SNEA.SG03NAC12D29K,2008.03,522,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fringe benefit tax,,,,Dollars,6
SNEA.SG03NAC12D29K,2009.03,512,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fringe benefit tax,,,,Dollars,6
SNEA.SG03NAC12D29K,2010.03,472,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fringe benefit tax,,,,Dollars,6
SNEA.SG03NAC12D29K,2011.03,464,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fringe benefit tax,,,,Dollars,6
SNEA.SG03NAC12D29K,2012.03,459,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fringe benefit tax,,,,Dollars,6
SNEA.SG03NAC12D29K,2013.03,463,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fringe benefit tax,,,,Dollars,6
SNEA.SG03NAC12D29K,2014.03,499,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fringe benefit tax,,,,Dollars,6
SNEA.SG03NAC12D29K,2015.03,507,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fringe benefit tax,,,,Dollars,6
SNEA.SG03NAC12D29K,2016.03,512,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fringe benefit tax,,,,Dollars,6
SNEA.SG03NAC12D29K,2017.03,511,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fringe benefit tax,,,,Dollars,6
SNEA.SG03NAC12D29K,2018.03,548,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fringe benefit tax,,,,Dollars,6
SNEA.SG03NAC12D29K,2019.03,567,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fringe benefit tax,,,,Dollars,6
SNEA.SG03NAC12D29K,2020.03,607,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fringe benefit tax,,,,Dollars,6
SNEA.SG03NAC12D29K,2021.03,576,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fringe benefit tax,,,,Dollars,6
SNEA.SG03NAC12D29K,2022.03,695,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fringe benefit tax,,,,Dollars,6
SNEA.SG03NAC12D29K,2023.03,742,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fringe benefit tax,,,,Dollars,6
SNEA.SG03NAC12D29K,2024.03,825,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fringe benefit tax,,,,Dollars,6
SNEA.SG03NAC12D29L,1987.03,31,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,1988.03,13,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,1989.03,17,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,1990.03,23,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,1991.03,21,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,1992.03,22,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,1993.03,17,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,1994.03,20,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,1995.03,24,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,1996.03,36,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,1997.03,32,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,1998.03,29,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,1999.03,38,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,2000.03,29,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,2001.03,28,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,2002.03,30,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,2003.03,3,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,2004.03,25,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,2005.03,28,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,2006.03,30,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,2007.03,31,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,2008.03,33,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,2009.03,31,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,2010.03,28,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,2011.03,34,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,2012.03,25,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,2013.03,35,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,2014.03,42,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,2015.03,29,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,2016.03,30,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,2017.03,33,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,2018.03,35,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,2019.03,24,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,2020.03,33,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,2021.03,40,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,2022.03,34,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,2023.03,41,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29L,2024.03,38,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Fishing resources rentals & cost recovery,,,,Dollars,6
SNEA.SG03NAC12D29M,1987.03,64,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,1988.03,71,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,1989.03,153,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,1990.03,183,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,1991.03,184,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,1992.03,93,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,1993.03,5,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,1994.03,2,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,1995.03,-1,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,1996.03,-6,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,1997.03,0,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,1998.03,0,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,1999.03,0,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,2000.03,0,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,2001.03,0,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,2002.03,0,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,2003.03,0,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,2004.03,0,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,2005.03,0,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,2006.03,0,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,2007.03,0,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,2008.03,0,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,2009.03,0,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,2010.03,0,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,2011.03,0,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,2012.03,0,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,2013.03,0,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,2014.03,0,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,2015.03,0,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,2016.03,0,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,2017.03,0,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,2018.03,0,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,2019.03,0,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,2020.03,0,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,2021.03,0,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,2022.03,0,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,2023.03,0,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29M,2024.03,0,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Land tax,,,,Dollars,6
SNEA.SG03NAC12D29N,1987.03,1026,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
SNEA.SG03NAC12D29N,1988.03,1206,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
SNEA.SG03NAC12D29N,1989.03,1368,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
SNEA.SG03NAC12D29N,1990.03,1488,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
SNEA.SG03NAC12D29N,1991.03,1587,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
SNEA.SG03NAC12D29N,1992.03,1582,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
SNEA.SG03NAC12D29N,1993.03,1570,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
SNEA.SG03NAC12D29N,1994.03,1634,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
SNEA.SG03NAC12D29N,1995.03,1707,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
SNEA.SG03NAC12D29N,1996.03,1792,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
SNEA.SG03NAC12D29N,1997.03,1887,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
SNEA.SG03NAC12D29N,1998.03,1948,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
SNEA.SG03NAC12D29N,1999.03,2008,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
SNEA.SG03NAC12D29N,2000.03,2124,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
SNEA.SG03NAC12D29N,2001.03,2236,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
SNEA.SG03NAC12D29N,2002.03,2327,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
SNEA.SG03NAC12D29N,2003.03,2468,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
SNEA.SG03NAC12D29N,2004.03,2663,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
SNEA.SG03NAC12D29N,2005.03,2821,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
SNEA.SG03NAC12D29N,2006.03,3073,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
SNEA.SG03NAC12D29N,2007.03,3360,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
SNEA.SG03NAC12D29N,2008.03,3639,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
SNEA.SG03NAC12D29N,2009.03,3831,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
SNEA.SG03NAC12D29N,2010.03,4044,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
SNEA.SG03NAC12D29N,2011.03,4263,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
SNEA.SG03NAC12D29N,2012.03,4440,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
SNEA.SG03NAC12D29N,2013.03,4552,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
SNEA.SG03NAC12D29N,2014.03,4766,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
SNEA.SG03NAC12D29N,2015.03,5016,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
SNEA.SG03NAC12D29N,2016.03,5319,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
SNEA.SG03NAC12D29N,2017.03,5556,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
SNEA.SG03NAC12D29N,2018.03,5825,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
SNEA.SG03NAC12D29N,2019.03,6325,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
SNEA.SG03NAC12D29N,2020.03,6629,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
SNEA.SG03NAC12D29N,2021.03,6851,FINAL,"Series, GDP(I), Nominal, Actual, Tax type",National Accounts - SNA 2008 - SNE,Other Taxes on Production,Local authority taxes (incl. rates),,,,Dollars,6
